TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,TranslatedInstructions,URL,Cleaned-Ingredients,image-url,Ingredient-count
Crunchy Carrots In Hot Dogs Buns Recipe,"2 teaspoon Lemon juice,1 tablespoon Extra Virgin Olive Oil,1/4 teaspoon Black pepper powder,2 sprig Spring Onion Greens - finely diced,Salt - to taste,4 Hot Dog Bread,2 teaspoons Mint Leaves (Pudina) - ground into a paste,1 teaspoon Lemon juice,2 teaspoon Fresh orange juice,1 cup Coriander (Dhania) Leaves - loosely torn,3 Carrots (Gajjar) - grated,1 teaspoon Extra Virgin Olive Oil,1/2 teaspoon Orange Zest (Rind),4 tablespoons Hung Curd (Greek Yogurt)",20,Continental,"To begin making Crunchy Carrots In Hot Dog Buns, we will first make the yoghurt mint spreadIn a small bowl, whisk together  yoghurt, mint paste, lemon juice and salt to tasteTo make Orange-lemon dressingIn another big bowl whisk together the lemon juice, orange juice, orange zest, pepper, olive oil and salt to taste.
Set aside.
Now, heat a small pan on low flame.
Add olive oil and add the spring onions and grated carrots.
Toss it for about a minute  on high heat and switch off the flame.Add this carrots and spring onion mix to the Orange-lemon dressing bowl and give it a good toss.Now heat the same pan and toast the half cut hot dog buns and keep aside.To arrange this, take the toasted hot dog, spread a little bit of the yoghurt mint mix, place a small portion on the carrots and the spring onion mix tossed in the orange-lemon dressing, place a few roughly torn coriander leaves on top.Pour some more of the yoghurt mint sauce as required.
Serve it as the evening tea time snack or for a healthy supper with a hearty broccoli soup on a rainy evening and end it with a classic Tiramisu Recipe (A Classic and Quick Italian Dessert).",https://www.archanaskitchen.com/crunchy-carrots-in-hot-dogs-buns-recipe,"salt,orange,hung curd (greek yogurt),mint leaves (pudina) ground paste,spring onion greens,dog bread,virgin olive oil,carrot,orange juice,lemon,black pepper powder,coriander (dhania) leaves loosely",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Nithya_Anantham/Crunchy_Carrots_In_Hot_Dogs_Buns_Recipe.jpg,12
Chukku Kaapi Recipe - Dry Ginger Coffee,"3 tablespoons Jaggery - (adjust to taste),1 teaspoon Black pepper powder,1 teaspoon Cumin seeds (Jeera),4 cups Water,20 Tulsi (holy basil),1/4 teaspoon Salt - or to taste,1 tablespoon Dry ginger powder,1 tablespoon Instant Coffee Powder,4 Cardamom (Elaichi) Pods/Seeds",12,Kerala Recipes,"To begin making Chukku Kaapi Recipe (Dry Ginger Coffee), in a saucepan, boil enough water.Add in jaggery once the water is boiling and stir till it dissolves.Once jaggery is dissolved, add in dry ginger powder, cumin seeds, coffee powder, black pepper and boil for about 4 minutes to make the brew even and effective.Now add Tulsi (holy basil) leaves and let the mixture boil for 2-3 minutes.Once done add cardamom powder, a bit of salt and switch off heat.Strain the Chukku Kaapi into serving cups and serve hot in mornings and evenings to get rid of common cough and cold.",https://www.archanaskitchen.com/chukku-kaapi-recipe-dry-ginger-coffee,"salt,instant coffee powder,cardamom (elaichi) podsseeds,jaggery,water,dry ginger powder,cumin seeds (jeera),tulsi (holy basil),black pepper powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/poojadave2120-gmail.com/Chukku_kaapi_recipe_edited1.jpg,9
Coconut Jaggery Burfi Recipe,"1 cup Fresh coconut - grated,1 teaspoon Cardamom Powder (Elaichi),1/2 cup Jaggery - crumbled,1 teaspoon Ghee",25,Indian,"To begin making the Coconut Jaggery Burfi recipe, add ghee, grease a plate and keep aside.
Take coconut and jaggery in a pan and cook on medium flame stirring with ladle.Add cardamom powder and mix.
Keep stirring continously into the mixture starts coming together leaving sides of the pan.Remove from flame and add the coconut mixture to a greased plate.
Spread and level the surface.Allow to cool a bit.
Cut into squares when it is warm.
It becomes slightly firm when cooled.
Decorate with nuts if needed and serve.Serve Coconut Jaggery Burfi for dessert after your festive meal of Jaipuri Aloo Pyaaz ki Sabzi, Boondi Raita and Phulka.",https://www.archanaskitchen.com/coconut-jaggery-burfi-recipe,"jaggery,ghee,cardamom powder (elaichi),coconut",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/COCONUT_JAGGERY_BURFI_1600.jpg,4
Makki Ki Puri Recipe (Maize Flour Fried Indian Bread),"Salt - as required,1 cup Makki Ka Atta (Yellow Corn Meal Flour),1/2 teaspoon Ajwain (Carom seeds),1 cup Whole Wheat Flour,Sunflower Oil - as required",50,Indian,"To begin making the Makki Ki Puri recipe, take maize flour and add wheat flour, the required salt, 1/2 teaspoon carom seeds, 2 teaspoons oil and water in small portions in a mixing bowl.Knead stiff and tight dough and let it rest for 15 to 20 minutes.
Divide the dough and roll each ball into poori.Heat some oil in a deep fry pan and slide the rolled poori into it.
Frying until golden brown in color from both sides.Drain out the fried puri on paper kitchen towels and serve hot.
You will relish eating the Makki Ki Puri with side accompaniment of pickle, Aloo Dum and Tomato Onion Cucumber raita.",https://www.archanaskitchen.com/makki-ki-puri-recipe-maize-flour-fried-indian-bread,"salt,wheat flour,makki ka atta (yellow corn meal flour),ajwain (carom seeds),sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Ritu_Arora/MAIZE_FLOUR_MAKKA_POORI.jpg,5
Vegetable Chops Recipe,"1 tablespoon Water,1 tablespoon Cumin powder (Jeera),1-1/2 teaspoon Red Chilli powder,Sunflower Oil - for cooking,Salt - to taste,1 Beetroot - finely chopped,2 Potatoes (Aloo),1/2 cup Whole Wheat Bread crumbs,2 Onions - chopped,2 Carrots (Gajjar) - finely chopped,1 teaspoon Ginger - grated,2 tablespoon Corn flour,1/4 cup Sweet corn,1/4 cup Green peas (Matar),4 Green Chillies - chopped",60,Bengali Recipes,"To begin with Vegetable Chops Recipe, rinse all the vegetables and peel their skin and chop them into small pieces.
Transfer all the vegetables into a pressure cooker.Now add cumin powder and salt to the vegetables and cook it until the cooker releases 3 whistles.Once it is done, discard the water from the cooked vegetables and mash the vegetables.
Keep them aside.The next step is to make the Vegetable Chops.
Heat a teaspoon of oil in a pan.
Add grated ginger, onions and green chilies and saute it till the onions turn slightly brown.Now add the mashed vegetables along with salt and the spice powders into the pan.
Mix well and cook all the ingredients till it gets mixed with each other properly.Switch off the heat and set it aside to cool.
Once it is cooled down, make small lemon sized balls from the vegetable mix and shape them into oblong or cylindrical shapes and keep them aside.Add corn flour to a bowl with 1 tablespoon of water and mix it well.Now take an oblong shaped chop and carefully dip it in the corn flour mixture ad then roll it in the bread crumbs.
Follow it for the other chops too.Heat oil in a wide pan for deep frying.
When oil turns piping hot, reduce the flame to medium and carefully transfer the coated vegetable chops into the oil.Deep fry for about a minute or until all the sides turn golden brown.
Drain on kitchen towel to soak the extra oil.Serve these vegetable chops along with tea as a tea time snack.",https://www.archanaskitchen.com/vegetable-chops-recipe,"salt,cumin powder (jeera),ginger,corn flour,green peas (matar),red chilli powder,carrot,water,onion,wheat bread crumbs,potato (aloo),sweet corn,beetroot,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Vegetable_Chop.jpg,15
Goli am Recipe - Mangalorean Vada Recipe,"1 cup All Purpose Flour (Maida),Sunflower Oil - for deep frying,1/4 cup Gram flour (besan),Salt - to taste,1/2 teaspoon Baking powder,1 teaspoon Ginger - grated,1/2 cup Curd (Dahi / Yogurt),1 tablespoon Fresh coconut - few small pieces,1-1/2 tablespoon Rice flour,1 sprig Curry leaves - roughly chopped,1 pinch Asafoetida (hing),3 Green Chillies - finely chopped",50,Mangalorean,"To begin making the Goli Baje Recipe,  mix all-purpose flour, chickpea flour, rice flour, yogurt, salt and sufficient water and make a thick batter.Cover it and keep aside for fermentation for about 2 to 3 hours.Once the batter is fermented add grated ginger, chopped green chillies, curry leaves, baking powder, coconut, and asafoetida to it.
Mix well to combine.Heat oil in a Kadai.Now wet your hands and take a small lemon size portion  of the prepared batter and drop it into the hot oil.
You can fry 4-5 goli baje at a time.
Do not overcrowd the oil in kadai.Fry on a medium flame until they turn golden brown in colour on all sides.Once done drain on an oil absorbent paper and serve.Serve Goli Baje along with Coriander Coconut Chutney and hot Filter Coffee for the evening snack or when you have guests at home.",https://www.archanaskitchen.com/goli-baje-recipe-mangalorean-vada-recipe,"baking powder,salt,ginger,rice flour,coconut,asafoetida (hing),gram flour (besan),curd,curry leaves,flour (maida),green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Aarti_Sharma/Goli_Baje.jpg,12
 Andhra Style Peanut Chutney Recipe," 1 tsp rye, 3 cloves garlic, 5 dry red chillies, 1 sprig curry leaves, salt - as per taste, 1 tsp white urad dal, 2 tomatoes - finely chopped,1 cup peanuts - peel, 1 tsp oil",30,Andhra,"To make Andhra Style Peanut Chutney Recipe, first put peanuts, red chillies in a pan and cook them until the peanuts turn light brown.
After cooking, turn off the gas and keep it aside.
Now heat the water in a saucepan.
Add tomatoes and cook for 5 minutes.
Remove the skin from the tomato and keep it aside.
Now in a mixer grinder add tomato, peanut mixture, garlic, salt, some water and grind it well to make a paste.
Now heat the oil in a tempering pan for tempering.
Add urad dal, curry leaves and cook for 1 minute.
Add this tempering to the chutney, mix and serve.
Serve Andhra Style Peanut Chutney Recipe with Ghee Roast Dosa and Filter Coffee for breakfast.",https://www.archanaskitchen.com/andhra-style-peanut-chutney-recipe-with-tomatoes-in-hindi,"tomato,salt,rye,cloves garlic,peanuts,curry leaves,dry red chillies,oil,white urad dal",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Monika_Manchanda/Peanut_Chutney.jpg,9
Andhra Style Zucchini Tomato Chutney Recipe,"Salt - as required,2 Garlic - pods,6 Green Chillies - slit lengthwise,2 teaspoons Sunflower Oil,1 teaspoon Cumin seeds (Jeera),Few Curry leaves,1 teaspoon Mustard seeds,1/4 cup Coriander (Dhania) Leaves - finely chopped,400 grams Green zucchini - washed and cut into small cubes,1 Tomato - cut into thick slices,2 Dry Red Chillies,1 tablespoon Sunflower Oil,pinch Asafoetida (hing),Tamarind - cranberry sized",30,Andhra,"To begin making the Andhra Style Zucchini Tomato Chutney Recipe first warm some oil in a pan on medium heat.Add the green chilies to it and toss lightly for a minute till they are scalded, and transfer to a plate.Now add garlic pods and zucchini pieces into the pan and sauté till soft and light brown and transfer to the plate too.
This may take a couple of minutes.Add the sliced tomatoes along with tamarind and toss together for a minute.
Turn off the heat and add minced coriander and stir till wilted.Once the mixture cools down, grind all the above ingredients together along with salt and cumin seeds in a blender to a coarse paste and transfer to a bowl.For the tempering, heat oil in a small pan on medium heat and add mustard, cumin and red chilies.
Once they splutter add asafoetida and finally add curry leaves and transfer it to the zucchini chutney.Stir well and serve the Andhra Style Zucchini Tomato Chutney immediately with Kanchipuram Idlis or Kara Kadubu.",https://www.archanaskitchen.com/andhra-style-zucchini-tomato-chutney-recipe,"tomato,salt,coriander (dhania) leaves,mustard seeds,asafoetida (hing),garlic pods,curry leaves,tamarind cranberry,dry red chillies,cumin seeds (jeera),green zucchini,green chillies,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Padma_Veeranki/Zucchini_Tomato_Chutney.jpg,13
Sali Par Eedu Recipe - Parsi Breakfast Eggs On Fried Potato,"2 Whole Egg,1 Tomato - finely chopped,2 tablespoons Coriander (Dhania) Leaves - chopped,Salt - as needed,3 cups Potato (Aloo) - julienned to straws,1 tablespoon Ghee,1 teaspoon Black pepper powder - freshly crushed",25,Parsi Recipes,"To begin making Sali Par Eedu Recipe - Parsi Breakfast Eggs On Fried Potato, in a kadai, deep fry the potato straws till they are crisp and golden.
Strain on a kitchen towel and keep aside.
You can also air fry them in an air fryer alternatively, for a healthier option.Heat ghee in a pan and add chopped tomatoes and the potato straws and spread to make a thick bed.
Press gently with a spatula to get a thick even layer.Sprinkle some chopped coriander and break two eggs over the potatoes.
Sprinkle salt and pepper on the eggs and close with a lid.Cook on low flame till the eggs whites are fully cooked or you can keep the eggs runny also, depending on your preference.
Once done turn off heat and serve.Serve Sali Par Eedu Recipe with Homemade Whole Wheat Pav Recipe / Ladi Pav and a cup of hot Masala Chai Recipe for weekend brunch.",https://www.archanaskitchen.com/sali-par-eedu-recipe-parsi-breakfast-eggs-on-fried-potato,"tomato,salt,eggs,coriander (dhania) leaves,ghee,potato (aloo) straws,black pepper powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/shaheen_ali/Parsi_Sali_Par_Eedu_.jpg,7
 Jeera Aloo Sabzi (Recipe In Hindi),"3 potatoes - boiled, 2 green chilies, 1 sprig curry leaves - cut, 1 teaspoon cumin seeds, oil - as per use, 1 teaspoon turmeric powder, salt - as per taste",40,North Indian Recipes,"To make cumin potato vegetable, first heat oil in a pan.
Add cumin and green chillies to it and let it cook for 15 seconds.
Then add potatoes, turmeric powder and curry leaves.
Add salt and cook till the potatoes turn golden.
Add green chili and lemon juice and mix.
Serve hot.
Serve the jeera aloo vegetable with dal spinach and phulka for dinner.",https://www.archanaskitchen.com/jeera-aloo-sabzi-recipe-in-hindi,"turmeric powder,salt,curry leaves,oil,potatoes,green chillies,cumin seeds",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Dry/Aloo_Jeera_Sabzi_Recipe-1.jpg,7
Moongphali Bhindi Recipe - Okra and Peanut Stir Fry,"4 Dry Red Chillies,1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Coriander Powder (Dhania),Salt - to taste,1 teaspoon Red Chilli powder,4 tablespoons Sunflower Oil,1 Onion - finely chopped,500 grams Bhindi (Lady Finger/Okra),1 cup Roasted Peanuts (Moongphali) - coarsely ground,1 teaspoon Amchur (Dry Mango Powder)",40,North Indian Recipes,"To make Moongphali Bhindi Recipe, first wash and pat dry okra.
Cut okra into half lengthwise removing the stems.
Heat oil in a heavy-bottomed pan over medium heat.
Once the oil is heated, add the dry red chilies and chopped onions.
Saute the onion over medium heat till they turn golden brown in color.Now add the chopped okra along with ground peanuts, coriander powder, red chili powder, turmeric powder, and salt.
Stir to combine all the ingredients well.
Cover the pan with a lid and cook the vegetable over the low heat till it is cooked and tender.
Once the Bhindi is half way through the cooking process, open the lid and give it a gentle stir.
Place a long ladle in the Kadai and partially cover the pan and cook the bhindi until completely done.
 We keep a ladle in the Kadai so that, the pan can be slightly ajar and this will help some of the moisture escape and preventing the bhindi to become soggy and mushy.After few minutes remove the lid and check Moongphali Bhindi for doneness.
Add dry mango powder, stir to combine and cook for another minute or so.
Check the salt and spice levels, adjust to suit your taste and turn off the heat.
Transfer Moongphali Bhindi to a serving bowl and serve for a weeknight dinner or lunch Tawa Paratha or Phulka.
You can also pack this bhindi for your work lunch or kids lunch box.
",https://www.archanaskitchen.com/moongphali-bhindi-recipe-okra-and-peanut-stir-fry,"salt,amchur (dry mango powder),red chilli powder,peanuts (moongphali) ground,dry red chillies,onion,bhindi (lady fingerokra),coriander powder,turmeric powder,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Neha_Mathur/Moongphali_Bhindi_Recipe_Okra_and_Peanut_Stir_Fry.jpg,10
